time,Zero,Stimulations
158000,b'0',b'OVTK_StimulationId_ExperimentStart'
50118000,b'0',b'OVTK_StimulationId_BaselineStart'
50120000,b'0',b'OVTK_StimulationId_Beep'
64160000,b'0',b'OVTK_StimulationId_RemovedSamples'
250031000,b'0',b'OVTK_StimulationId_BaselineStop'
250033000,b'0',b'OVTK_StimulationId_Beep'
300176000,b'0',b'OVTK_GDF_Start_Of_Trial'
300178000,b'0',b'OVTK_GDF_Cross_On_Screen'
320175000,b'0',b'OVTK_StimulationId_Beep'
330181000,b'0',b'OVTK_GDF_Left'
342621000,b'0',b'OVTK_GDF_Feedback_Continuous'
380160000,b'0',b'OVTK_GDF_End_Of_Trial'
400130000,b'0',b'OVTK_GDF_Start_Of_Trial'
400132000,b'0',b'OVTK_GDF_Cross_On_Screen'
420182000,b'0',b'OVTK_StimulationId_Beep'
430178000,b'0',b'OVTK_GDF_Right'
442614000,b'0',b'OVTK_GDF_Feedback_Continuous'
480103000,b'0',b'OVTK_GDF_End_Of_Trial'
510136000,b'0',b'OVTK_GDF_Start_Of_Trial'
510137000,b'0',b'OVTK_GDF_Cross_On_Screen'
530127000,b'0',b'OVTK_StimulationId_Beep'
540133000,b'0',b'OVTK_GDF_Right'
552740000,b'0',b'OVTK_GDF_Feedback_Continuous'
590104000,b'0',b'OVTK_GDF_End_Of_Trial'
597890000,b'0',b'OVTK_StimulationId_RemovedSamples'
610079000,b'0',b'OVTK_GDF_Start_Of_Trial'
610080000,b'0',b'OVTK_GDF_Cross_On_Screen'
630066000,b'0',b'OVTK_StimulationId_Beep'
640045000,b'0',b'OVTK_GDF_Right'
652517000,b'0',b'OVTK_GDF_Feedback_Continuous'
690049000,b'0',b'OVTK_GDF_End_Of_Trial'
729996000,b'0',b'OVTK_GDF_Start_Of_Trial'
729998000,b'0',b'OVTK_GDF_Cross_On_Screen'
750012000,b'0',b'OVTK_StimulationId_Beep'
760021000,b'0',b'OVTK_GDF_Left'
772650000,b'0',b'OVTK_GDF_Feedback_Continuous'
810165000,b'0',b'OVTK_GDF_End_Of_Trial'
840152000,b'0',b'OVTK_GDF_Start_Of_Trial'
840154000,b'0',b'OVTK_GDF_Cross_On_Screen'
860013000,b'0',b'OVTK_StimulationId_Beep'
870164000,b'0',b'OVTK_GDF_Left'
882633000,b'0',b'OVTK_GDF_Feedback_Continuous'
920162000,b'0',b'OVTK_GDF_End_Of_Trial'
950130000,b'0',b'OVTK_GDF_Start_Of_Trial'
950132000,b'0',b'OVTK_GDF_Cross_On_Screen'
970164000,b'0',b'OVTK_StimulationId_Beep'
980318000,b'0',b'OVTK_GDF_Down'
992587000,b'0',b'OVTK_GDF_Feedback_Continuous'
1030305000,b'0',b'OVTK_GDF_End_Of_Trial'
1060284000,b'0',b'OVTK_GDF_Start_Of_Trial'
1060287000,b'0',b'OVTK_GDF_Cross_On_Screen'
1080123000,b'0',b'OVTK_StimulationId_Beep'
1090273000,b'0',b'OVTK_GDF_Right'
1102737000,b'0',b'OVTK_GDF_Feedback_Continuous'
1140053000,b'0',b'OVTK_GDF_End_Of_Trial'
1141621000,b'0',b'OVTK_StimulationId_RemovedSamples'
1180047000,b'0',b'OVTK_GDF_Start_Of_Trial'
1180048000,b'0',b'OVTK_GDF_Cross_On_Screen'
1200031000,b'0',b'OVTK_StimulationId_Beep'
1210009000,b'0',b'OVTK_GDF_Right'
1222642000,b'0',b'OVTK_GDF_Feedback_Continuous'
1260013000,b'0',b'OVTK_GDF_End_Of_Trial'
1300190000,b'0',b'OVTK_GDF_Start_Of_Trial'
1300191000,b'0',b'OVTK_GDF_Cross_On_Screen'
1320021000,b'0',b'OVTK_StimulationId_Beep'
1330180000,b'0',b'OVTK_GDF_Left'
1342649000,b'0',b'OVTK_GDF_Feedback_Continuous'
1380155000,b'0',b'OVTK_GDF_End_Of_Trial'
1420176000,b'0',b'OVTK_GDF_Start_Of_Trial'
1420179000,b'0',b'OVTK_GDF_Cross_On_Screen'
1440125000,b'0',b'OVTK_StimulationId_Beep'
1450162000,b'0',b'OVTK_GDF_Down'
1462767000,b'0',b'OVTK_GDF_Feedback_Continuous'
1500310000,b'0',b'OVTK_GDF_End_Of_Trial'
1520304000,b'0',b'OVTK_GDF_Start_Of_Trial'
1520305000,b'0',b'OVTK_GDF_Cross_On_Screen'
1540137000,b'0',b'OVTK_StimulationId_Beep'
1550292000,b'0',b'OVTK_GDF_Down'
