time,Zero,Stimulations
99000,b'0',b'OVTK_StimulationId_ExperimentStart'
50088000,b'0',b'OVTK_StimulationId_BaselineStart'
50090000,b'0',b'OVTK_StimulationId_Beep'
95078000,b'0',b'OVTK_StimulationId_RemovedSamples'
250142000,b'0',b'OVTK_StimulationId_BaselineStop'
250144000,b'0',b'OVTK_StimulationId_Beep'
300115000,b'0',b'OVTK_GDF_Start_Of_Trial'
300116000,b'0',b'OVTK_GDF_Cross_On_Screen'
320025000,b'0',b'OVTK_StimulationId_Beep'
330138000,b'0',b'OVTK_GDF_Left'
342642000,b'0',b'OVTK_GDF_Feedback_Continuous'
380052000,b'0',b'OVTK_GDF_End_Of_Trial'
400159000,b'0',b'OVTK_GDF_Start_Of_Trial'
400161000,b'0',b'OVTK_GDF_Cross_On_Screen'
420018000,b'0',b'OVTK_StimulationId_Beep'
430158000,b'0',b'OVTK_GDF_Right'
442686000,b'0',b'OVTK_GDF_Feedback_Continuous'
480149000,b'0',b'OVTK_GDF_End_Of_Trial'
510134000,b'0',b'OVTK_GDF_Start_Of_Trial'
510135000,b'0',b'OVTK_GDF_Cross_On_Screen'
530142000,b'0',b'OVTK_StimulationId_Beep'
540029000,b'0',b'OVTK_GDF_Left'
552825000,b'0',b'OVTK_GDF_Feedback_Continuous'
590089000,b'0',b'OVTK_GDF_End_Of_Trial'
610055000,b'0',b'OVTK_GDF_Start_Of_Trial'
610057000,b'0',b'OVTK_GDF_Cross_On_Screen'
630082000,b'0',b'OVTK_StimulationId_Beep'
640108000,b'0',b'OVTK_GDF_Right'
652528000,b'0',b'OVTK_GDF_Feedback_Continuous'
683183000,b'0',b'OVTK_StimulationId_RemovedSamples'
690128000,b'0',b'OVTK_GDF_End_Of_Trial'
730121000,b'0',b'OVTK_GDF_Start_Of_Trial'
730122000,b'0',b'OVTK_GDF_Cross_On_Screen'
750215000,b'0',b'OVTK_StimulationId_Beep'
760058000,b'0',b'OVTK_GDF_Incorrect'
760058000,b'0',b'OVTK_GDF_Right'
772641000,b'0',b'OVTK_GDF_Feedback_Continuous'
810055000,b'0',b'OVTK_GDF_End_Of_Trial'
840151000,b'0',b'OVTK_GDF_Start_Of_Trial'
840152000,b'0',b'OVTK_GDF_Cross_On_Screen'
860023000,b'0',b'OVTK_StimulationId_Beep'
870146000,b'0',b'OVTK_GDF_Left'
882673000,b'0',b'OVTK_GDF_Feedback_Continuous'
920130000,b'0',b'OVTK_GDF_End_Of_Trial'
950051000,b'0',b'OVTK_GDF_Start_Of_Trial'
950053000,b'0',b'OVTK_GDF_Cross_On_Screen'
970012000,b'0',b'OVTK_StimulationId_Beep'
980108000,b'0',b'OVTK_GDF_Right'
992634000,b'0',b'OVTK_GDF_Feedback_Continuous'
1030035000,b'0',b'OVTK_GDF_End_Of_Trial'
1060049000,b'0',b'OVTK_GDF_Start_Of_Trial'
