time,Zero,Stimulations
76000,b'0',b'OVTK_StimulationId_ExperimentStart'
50019000,b'0',b'OVTK_StimulationId_BaselineStart'
50021000,b'0',b'OVTK_StimulationId_Beep'
250097000,b'0',b'OVTK_StimulationId_BaselineStop'
250099000,b'0',b'OVTK_StimulationId_Beep'
300321000,b'0',b'OVTK_GDF_Start_Of_Trial'
300322000,b'0',b'OVTK_GDF_Cross_On_Screen'
320030000,b'0',b'OVTK_StimulationId_Beep'
330090000,b'0',b'OVTK_GDF_Right'
342601000,b'0',b'OVTK_GDF_Feedback_Continuous'
380133000,b'0',b'OVTK_GDF_End_Of_Trial'
400183000,b'0',b'OVTK_GDF_Start_Of_Trial'
400185000,b'0',b'OVTK_GDF_Cross_On_Screen'
420123000,b'0',b'OVTK_StimulationId_Beep'
430144000,b'0',b'OVTK_GDF_Left'
442652000,b'0',b'OVTK_GDF_Feedback_Continuous'
480168000,b'0',b'OVTK_GDF_End_Of_Trial'
510208000,b'0',b'OVTK_GDF_Start_Of_Trial'
510210000,b'0',b'OVTK_GDF_Cross_On_Screen'
530140000,b'0',b'OVTK_StimulationId_Beep'
540168000,b'0',b'OVTK_GDF_Down'
552660000,b'0',b'OVTK_GDF_Feedback_Continuous'
575449000,b'0',b'OVTK_StimulationId_RemovedSamples'
590003000,b'0',b'OVTK_GDF_End_Of_Trial'
610103000,b'0',b'OVTK_GDF_Start_Of_Trial'
610104000,b'0',b'OVTK_GDF_Cross_On_Screen'
630014000,b'0',b'OVTK_StimulationId_Beep'
640022000,b'0',b'OVTK_GDF_Left'
652560000,b'0',b'OVTK_GDF_Feedback_Continuous'
690086000,b'0',b'OVTK_GDF_End_Of_Trial'
730068000,b'0',b'OVTK_GDF_Start_Of_Trial'
730069000,b'0',b'OVTK_GDF_Cross_On_Screen'
750145000,b'0',b'OVTK_StimulationId_Beep'
760018000,b'0',b'OVTK_GDF_Right'
772526000,b'0',b'OVTK_GDF_Feedback_Continuous'
810028000,b'0',b'OVTK_GDF_End_Of_Trial'
840164000,b'0',b'OVTK_GDF_Start_Of_Trial'
840165000,b'0',b'OVTK_GDF_Cross_On_Screen'
860090000,b'0',b'OVTK_StimulationId_Beep'
870154000,b'0',b'OVTK_GDF_Right'
882671000,b'0',b'OVTK_GDF_Feedback_Continuous'
920142000,b'0',b'OVTK_GDF_End_Of_Trial'
950122000,b'0',b'OVTK_GDF_Start_Of_Trial'
950123000,b'0',b'OVTK_GDF_Cross_On_Screen'
970009000,b'0',b'OVTK_StimulationId_Beep'
980060000,b'0',b'OVTK_GDF_Right'
992578000,b'0',b'OVTK_GDF_Feedback_Continuous'
1030113000,b'0',b'OVTK_GDF_End_Of_Trial'
1060044000,b'0',b'OVTK_GDF_Start_Of_Trial'
1060045000,b'0',b'OVTK_GDF_Cross_On_Screen'
1080139000,b'0',b'OVTK_StimulationId_Beep'
1090151000,b'0',b'OVTK_GDF_Left'
1102663000,b'0',b'OVTK_GDF_Feedback_Continuous'
1140025000,b'0',b'OVTK_GDF_End_Of_Trial'
1180179000,b'0',b'OVTK_GDF_Start_Of_Trial'
1180181000,b'0',b'OVTK_GDF_Cross_On_Screen'
1181054000,b'0',b'OVTK_StimulationId_RemovedSamples'
1200007000,b'0',b'OVTK_StimulationId_Beep'
1210039000,b'0',b'OVTK_GDF_Down'
1222555000,b'0',b'OVTK_GDF_Feedback_Continuous'
1260080000,b'0',b'OVTK_GDF_End_Of_Trial'
1300036000,b'0',b'OVTK_GDF_Start_Of_Trial'
1300037000,b'0',b'OVTK_GDF_Cross_On_Screen'
