16899,0,2
22025,0,1
27656,0,3
32774,0,1
38915,0,1
44553,0,3
50186,0,1
55815,0,2
61957,0,3
68104,0,2
74242,0,2
79366,0,2
85511,0,1
91657,0,3
97282,0,3
102402,0,3
107526,0,2
112648,0,2
118278,0,1
123396,0,2
128520,0,3
134657,0,1
140298,0,2
145417,0,3
150535,0,1
155655,0,2
161283,0,1
166921,0,2
172551,0,3
178178,0,3
183817,0,2
188930,0,3
194569,0,3
200194,0,1
205832,0,2
210951,0,1
216580,0,1
222729,0,1
228875,0,3
234504,0,1
239625,0,2
245768,0,3
251912,0,1
258054,0,2
264193,0,3
269830,0,1
274946,0,2
280585,0,3
285698,0,1
291856,0,2
296969,0,3
303112,0,1
309264,0,2
315398,0,3
321540,0,1
327178,0,2
332807,0,3
337924,0,1
343048,0,2
349191,0,3
