16903,0,1
22024,0,2
27654,0,1
32776,0,3
38921,0,2
44552,0,3
50186,0,1
55815,0,2
61961,0,3
68097,0,1
74247,0,2
79368,0,3
85512,0,3
91658,0,2
97287,0,3
102401,0,3
107525,0,3
112644,0,3
118281,0,2
123400,0,3
128514,0,2
134662,0,1
140296,0,2
145413,0,1
150538,0,1
155656,0,1
161282,0,3
166917,0,2
172553,0,1
178183,0,1
183810,0,1
188934,0,2
194561,0,2
200200,0,3
205827,0,2
210953,0,1
216578,0,1
222722,0,3
228873,0,2
234504,0,1
239624,0,2
245768,0,3
251911,0,1
258054,0,2
264195,0,3
269829,0,1
274953,0,2
280580,0,3
285699,0,1
291841,0,2
296965,0,3
303111,0,1
309249,0,2
315401,0,3
321545,0,1
327172,0,2
332808,0,3
337923,0,1
343047,0,2
349191,0,3
