16905,0,1
22025,0,3
27653,0,3
32775,0,1
38915,0,1
44551,0,1
50182,0,1
55809,0,2
61960,0,1
68103,0,1
74255,0,1
79367,0,3
85512,0,1
91654,0,2
97281,0,3
102406,0,1
107528,0,3
112641,0,1
118276,0,3
123408,0,2
128513,0,2
134664,0,1
140295,0,3
145416,0,1
150529,0,3
155655,0,2
161282,0,3
166920,0,3
172549,0,2
178177,0,2
183815,0,3
188937,0,2
194575,0,2
200200,0,2
205826,0,2
210951,0,3
216583,0,1
222735,0,2
228869,0,3
234505,0,2
239621,0,2
245761,0,3
251910,0,1
258056,0,2
264201,0,3
269828,0,1
274952,0,2
280577,0,3
285704,0,1
291846,0,2
296967,0,3
303112,0,1
309254,0,2
315396,0,3
321539,0,1
327178,0,2
332804,0,3
337937,0,1
343041,0,2
349190,0,3
