16900,0,1
22024,0,3
27653,0,3
32770,0,1
38918,0,2
44552,0,1
50183,0,1
55810,0,2
61962,0,3
68104,0,2
74247,0,2
79363,0,3
85515,0,3
91656,0,1
97288,0,3
102405,0,1
107522,0,1
112641,0,3
118279,0,1
123400,0,2
128515,0,1
134657,0,2
140296,0,3
145426,0,3
150540,0,1
155651,0,2
161290,0,1
166920,0,1
172552,0,2
178180,0,3
183811,0,3
188929,0,3
194569,0,1
200199,0,2
205828,0,2
210946,0,2
216586,0,2
222736,0,2
228869,0,3
234499,0,1
239625,0,2
245769,0,3
251909,0,1
258060,0,2
264193,0,3
269833,0,1
274951,0,2
280580,0,3
285696,0,1
291850,0,2
296977,0,3
303118,0,1
309259,0,2
315400,0,3
321545,0,1
327172,0,2
332802,0,3
337922,0,1
343048,0,2
349200,0,3
