16905,0,1
22025,0,2
27655,0,2
32770,0,2
38913,0,1
44552,0,1
50192,0,3
55822,0,2
61952,0,2
68105,0,1
74248,0,3
79375,0,3
85506,0,1
91656,0,2
97287,0,1
102407,0,1
107525,0,3
112643,0,1
118280,0,3
123399,0,2
128518,0,3
134658,0,1
140298,0,2
145415,0,2
150536,0,3
155652,0,1
161292,0,3
166913,0,1
172551,0,3
178183,0,3
183810,0,1
188930,0,1
194569,0,2
200199,0,2
205828,0,2
210945,0,1
216585,0,3
222724,0,2
228864,0,3
234504,0,3
239623,0,2
245763,0,3
251915,0,1
258056,0,2
264199,0,3
269829,0,1
274955,0,2
280585,0,3
285703,0,1
291846,0,2
296964,0,3
303105,0,1
309258,0,2
315399,0,3
321548,0,1
327178,0,2
332808,0,3
337929,0,1
343045,0,2
349186,0,3
