16899,0,3
22022,0,2
27651,0,2
32769,0,1
38920,0,1
44552,0,3
50190,0,1
55810,0,2
61961,0,1
68104,0,1
74254,0,2
79368,0,3
85510,0,2
91650,0,2
97282,0,1
102407,0,2
107528,0,2
112644,0,1
118274,0,3
123393,0,2
128521,0,2
134663,0,1
140293,0,3
145410,0,3
150537,0,3
155656,0,2
161286,0,3
166916,0,1
172554,0,3
178195,0,3
183824,0,1
188933,0,1
194563,0,3
200202,0,1
205832,0,2
210951,0,3
216579,0,2
222721,0,3
228882,0,1
234512,0,1
239630,0,2
245771,0,3
251911,0,1
258056,0,2
264196,0,3
269826,0,1
274953,0,2
280585,0,3
285703,0,1
291844,0,2
296970,0,3
303113,0,1
309256,0,2
315396,0,3
321539,0,1
327176,0,2
332809,0,3
337927,0,1
343043,0,2
349193,0,3
