16904,0,3
22023,0,2
27654,0,1
32771,0,1
38913,0,1
44552,0,3
50184,0,2
55822,0,3
61953,0,2
68104,0,2
74247,0,2
79365,0,3
85507,0,1
91658,0,2
97288,0,3
102407,0,1
107524,0,2
112640,0,1
118280,0,1
123399,0,3
128527,0,3
134658,0,2
140289,0,2
145416,0,1
150536,0,1
155652,0,1
161282,0,3
166912,0,3
172551,0,1
178183,0,2
183812,0,1
188938,0,2
194568,0,3
200200,0,1
205829,0,3
210945,0,3
216577,0,2
222728,0,2
228878,0,3
234508,0,1
239617,0,2
245768,0,3
251912,0,1
258050,0,2
264193,0,3
269831,0,1
274960,0,2
280582,0,3
285708,0,1
291849,0,2
296968,0,3
303111,0,1
309251,0,2
315394,0,3
321544,0,1
327175,0,2
332805,0,3
337932,0,1
343049,0,2
349190,0,3
