16897,0,1
22023,0,2
27651,0,2
32776,0,1
38916,0,2
44545,0,2
50184,0,2
55825,0,1
61966,0,1
68097,0,1
74248,0,2
79367,0,1
85505,0,2
91656,0,1
97286,0,2
102413,0,1
107522,0,2
112648,0,1
118281,0,2
123398,0,2
128516,0,1
134665,0,1
140296,0,1
145425,0,1
150535,0,2
155649,0,2
161294,0,2
166914,0,1
172559,0,2
178189,0,1
183816,0,2
188933,0,2
194561,0,1
200200,0,1
205833,0,2
210950,0,2
216584,0,2
222735,0,1
228868,0,1
234498,0,1
