16904,0,1
22025,0,2
27654,0,1
32770,0,1
38913,0,1
44551,0,3
50184,0,2
55812,0,1
61952,0,3
68104,0,2
74248,0,2
79374,0,2
85506,0,1
91656,0,2
97288,0,3
102415,0,1
107524,0,2
112654,0,3
118280,0,1
123409,0,3
128528,0,1
134659,0,1
140298,0,3
145416,0,2
150535,0,3
155652,0,2
161281,0,3
166922,0,1
172551,0,2
178183,0,3
183811,0,1
188938,0,2
194568,0,3
200200,0,2
205828,0,2
210945,0,3
216584,0,1
222729,0,1
228870,0,3
234499,0,3
239626,0,2
245767,0,3
251911,0,1
258053,0,2
264202,0,3
269833,0,1
274951,0,2
280579,0,3
285708,0,1
291849,0,2
296963,0,3
303113,0,1
309257,0,2
315399,0,3
321549,0,1
327178,0,2
332808,0,3
337927,0,1
343054,0,2
349186,0,3
