16904,0,2
22023,0,1
27654,0,3
32771,0,1
38914,0,3
44551,0,3
50184,0,1
55813,0,2
61955,0,3
68105,0,1
74248,0,2
79366,0,2
85506,0,2
91649,0,2
97289,0,1
102407,0,1
107525,0,2
112640,0,2
118282,0,1
123399,0,2
128519,0,3
134659,0,1
140298,0,3
145415,0,1
150545,0,2
155663,0,2
161282,0,3
166921,0,1
172551,0,2
178181,0,1
183813,0,3
188939,0,3
194567,0,3
200208,0,1
205830,0,3
210947,0,2
216585,0,1
222727,0,3
228879,0,3
234500,0,1
239627,0,2
245769,0,3
251911,0,1
258053,0,2
264202,0,3
269832,0,1
274951,0,2
280582,0,3
285698,0,1
291842,0,2
296968,0,3
303112,0,1
309252,0,2
315393,0,3
321554,0,1
327176,0,2
332804,0,3
337932,0,1
343048,0,2
349191,0,3
