16898,0,1
22017,0,2
27655,0,3
32776,0,1
38916,0,3
44547,0,1
50184,0,3
55817,0,2
61967,0,1
68100,0,1
74251,0,1
79368,0,3
85519,0,2
91651,0,3
97282,0,2
102408,0,1
107529,0,3
112654,0,3
118274,0,1
123402,0,2
128518,0,1
134664,0,1
140294,0,2
145419,0,3
150536,0,3
155657,0,2
161287,0,3
166925,0,3
172555,0,2
178184,0,1
183825,0,1
188942,0,2
194562,0,2
200202,0,3
205833,0,2
210959,0,2
216589,0,3
222730,0,2
228872,0,1
234505,0,1
239629,0,2
245761,0,3
251913,0,1
258065,0,2
264208,0,3
269826,0,1
274950,0,2
280594,0,3
285698,0,1
291849,0,2
296969,0,3
303105,0,1
309259,0,2
315401,0,3
321553,0,1
327172,0,2
332802,0,3
337929,0,1
343048,0,2
349199,0,3
