16912,0,1
22018,0,2
27649,0,1
32773,0,1
38914,0,2
44558,0,3
50186,0,3
55822,0,2
61953,0,2
68104,0,1
74248,0,1
79366,0,1
85506,0,3
91651,0,2
97288,0,1
102401,0,1
107529,0,2
112646,0,2
118280,0,1
123396,0,1
128519,0,2
134658,0,3
140296,0,1
145415,0,3
150535,0,2
155655,0,3
161284,0,3
166921,0,1
172551,0,2
178179,0,2
183815,0,1
188928,0,3
194562,0,3
200199,0,3
205833,0,2
210950,0,3
216584,0,1
222722,0,2
228865,0,3
234507,0,3
239617,0,2
245765,0,3
251906,0,1
258052,0,2
264200,0,3
269830,0,1
274951,0,2
280581,0,3
285700,0,1
291841,0,2
296962,0,3
303113,0,1
309249,0,2
315407,0,3
321540,0,1
327174,0,2
332802,0,3
337928,0,1
343042,0,2
349187,0,3
