16903,0,1
22023,0,3
27651,0,3
32770,0,3
38920,0,1
44552,0,2
50181,0,2
55810,0,3
61961,0,2
68114,0,1
74246,0,2
79362,0,3
85506,0,2
91656,0,2
97287,0,3
102405,0,1
107531,0,2
112649,0,3
118279,0,1
123407,0,2
128524,0,1
134666,0,1
140296,0,3
145416,0,1
150533,0,1
155650,0,2
161290,0,2
166919,0,1
172551,0,2
178180,0,3
183810,0,3
188936,0,3
194567,0,3
200207,0,1
205825,0,1
210945,0,3
216583,0,2
222727,0,1
228867,0,1
234506,0,2
239624,0,2
245766,0,3
251918,0,1
258051,0,2
264200,0,3
269830,0,1
274959,0,2
280578,0,3
285698,0,1
291848,0,2
296975,0,3
303117,0,1
309250,0,2
315400,0,3
321544,0,1
327171,0,2
332811,0,3
337929,0,1
343047,0,2
349198,0,3
