16904,0,3
22033,0,1
27656,0,1
32776,0,3
38917,0,3
44551,0,2
50182,0,1
55816,0,2
61959,0,3
68101,0,1
74242,0,1
79368,0,3
85510,0,2
91657,0,2
97285,0,2
102404,0,3
107528,0,2
112641,0,1
118281,0,1
123393,0,2
128514,0,3
134663,0,1
140296,0,2
145413,0,3
150539,0,1
155656,0,2
161281,0,3
166928,0,1
172551,0,2
178190,0,1
183813,0,3
188933,0,3
194569,0,3
200198,0,1
205826,0,2
210953,0,1
216582,0,1
222728,0,2
228865,0,3
234501,0,2
239626,0,2
245766,0,3
251905,0,1
258055,0,2
264199,0,3
269833,0,1
274945,0,2
280584,0,3
285696,0,1
291847,0,2
296968,0,3
303110,0,1
309252,0,2
315393,0,3
321537,0,1
327170,0,2
332807,0,3
337927,0,1
343041,0,2
349192,0,3
