16910,0,1
22028,0,1
27656,0,1
32780,0,2
38920,0,1
44553,0,1
50188,0,1
55822,0,1
61963,0,2
68113,0,1
74254,0,2
79372,0,2
85518,0,2
91664,0,1
97294,0,2
102414,0,1
107531,0,2
112647,0,2
118282,0,2
123406,0,1
128519,0,2
134663,0,2
140295,0,2
145424,0,1
150538,0,2
155661,0,1
161288,0,2
166927,0,1
172556,0,2
178189,0,1
183816,0,1
188936,0,2
194576,0,2
200205,0,1
205835,0,2
210958,0,1
216590,0,2
222732,0,1
228880,0,2
234511,0,1
