16897,0,3
22025,0,1
27672,0,1
32778,0,1
38920,0,2
44560,0,3
50181,0,2
55811,0,2
61961,0,1
68113,0,2
74246,0,1
79362,0,3
85505,0,1
91655,0,1
97295,0,1
102413,0,2
107522,0,2
112651,0,3
118288,0,2
123406,0,2
128514,0,3
134658,0,1
140295,0,2
145425,0,3
150542,0,3
155650,0,1
161281,0,2
166921,0,1
172551,0,1
178178,0,3
183818,0,3
188936,0,1
194567,0,3
200198,0,1
205827,0,2
210953,0,3
216594,0,2
222727,0,2
228869,0,3
234507,0,3
239624,0,2
245767,0,3
251909,0,1
258050,0,2
264200,0,3
269832,0,1
274949,0,2
280578,0,3
285697,0,1
291849,0,2
296966,0,3
303117,0,1
309259,0,2
315400,0,3
321543,0,1
327181,0,2
332802,0,3
337929,0,1
343048,0,2
349199,0,3
